pock_volume	pock_volume_st	pock_asa	pock_asa_st	pock_pol_asa	pock_pol_asa_st	pock_apol_asa	pock_apol_asa_st	pock_asa22	pock_asa22_st	pock_pol_asa22	pock_pol_asa22_st	pock_apol_asa22	pock_apol_asa22_st	nb_as	nb_as_st	mean_as_ray	mean_as_ray_st	mean_as_solv_acc	mean_as_solv_acc_st	apol_as_prop	apol_as_prop_st	mean_loc_hyd_dens	mean_loc_hyb_dens_st	hydrophobicity_score	hydrophobicity_score_st	volume_score	volume_score_st	polarity_score	polarity_score_st	charge_score	charge_score_st	prop_polar_atm	prop_polar_atm_st	as_density	as_density_st	as_max_dst	as_max_dst_st	convex_hull_volume	convex_hull_volume_st	nb_abpa	nb_abpa_st	ala	ala_st	arg	arg_st	asn	asn_st	asp	asp_st	cys	cys_st	gln	gln_st	glu	glu_st	gly	gly_st	his	his_st	ile	ile_st	leu	leu_st	lys	lys_st	met	met_st	phe	phe_st	pro	pro_st	ser	ser_st	thr	thr_st	trp	trp_st	tyr	tyr_st	val	val_st	rog_pro_noh	rog_pro_noh_sd	rog_pro_bb	rog_pro_bb_sd	rog_pro_ca	rog_pro_ca_sd	rog_bs_noh	rog_bs_noh_sd	rog_bs_bb	rog_bs_bb_sd	rog_bs_ca	rog_bs_ca_sd	rmsd_pro_noh	rmsd_pro_noh_sd	rmsd_pro_bb	rmsd_pro_bb_st	rmsd_pro_ca	rmsd_pro_ca_sd	rmsd_bs_noh	rmsd_bs_noh_sd	rmsd_bs_bb	rmsd_bs_bb_sd	rmsd_bs_ca	rmsd_bs_ca_sd	b_para	b_anti	h_3-10	halpha	h_pi	turn	bend	random-coil	ip	molecular-weight	aromaticity	instability	gravy	%g	%a	%v	%l	%i	%p	%f	%m	%w				
493.758	136.878	308.69	75.757	170.536	50.232	138.154	37.903	168.679	55.404	96.813	39.259	71.867	28.975	136.282	48.304	3.926	0.103	0.461	0.04	0.262	0.144	30.549	21.994	12.21	5.213	3.68	0.327	10.073	1.887	1.644	0.768	49.516	4.982	4.782	1.039	11.781	2.609	98.75	64.476	9.249	2.526	0.006	0.077	0.124	0.333	0	0	0.961	0.595	1.722	0.822	1.86	0.387	0	0	1.705	0.667	0.962	0.194	0	0	0	0	1.519	0.567	0	0	0.989	0.109	0.007	0.083	2.956	0.23	0.306	0.461	0	0	1.385	0.929	0.323	0.47	16.958	0.067	16.311	0.072	16.326	0.072	7.368	0.237	7.751	0.108	7.424	0.124	1.704	0.123	1.223	0.095	1.192	0.098	1.36	0.386	0.815	0.088	0.735	0.131	0.0083	0.3296	0.0264	0.0519	0	0.1804	0.1436	0.2598	5.101	19644.0836	0.085714286	58.32342857	-0.348	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.7	0.7	WLEK0632	WLEK0632
503.448	124.232	331.099	76.593	204.754	51.516	126.345	42.207	170.146	52.183	106.591	39.285	63.554	35.435	179.28	52.322	3.886	0.108	0.445	0.041	0.188	0.117	26.873	20.939	11.095	4.501	3.595	0.253	10.305	1.673	2.148	0.73	50.63	4.601	4.882	1.014	11.58	2.402	115.304	68.386	9.417	2.57	0.037	0.189	0.356	0.481	0.002	0.045	0.789	0.53	1.806	0.78	1.955	0.23	0	0	1.799	0.473	0.956	0.207	0	0	0	0	1.625	0.565	0	0	1	0.032	0	0	2.963	0.211	0.833	0.374	0	0	0.826	0.763	0.441	0.497	16.914	0.068	16.286	0.077	16.295	0.076	7.196	0.107	7.733	0.105	7.361	0.113	1.587	0.1	1.091	0.126	1.051	0.131	1.192	0.173	0.724	0.1	0.689	0.109	0.0084	0.3348	0.0232	0.0589	0	0.1738	0.1368	0.2641	5.101	19644.0836	0.085714286	58.32342857	-0.348	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.3	0.2	WLEK0633	WLEK0633
390.439	146.086	248.447	88.063	148.099	58.87	100.348	41.697	137.259	60.442	90.039	45.087	47.22	27.637	112.181	57.872	3.936	0.242	0.476	0.069	0.173	0.147	15.711	20.601	15.525	5.925	3.444	0.378	8.355	2.287	1.817	1.106	49.8	6.305	3.625	1.157	9.489	3.228	57.942	53.65	7.542	2.579	0	0	0.223	0.416	0	0	0.399	0.546	1.89	0.744	1.318	0.561	0	0	1.758	0.467	0.915	0.43	0	0	0	0	1.078	0.655	0	0	0.967	0.181	0	0	2.844	0.431	0.714	0.452	0	0	0.864	0.827	0.333	0.474	16.89	0.061	16.245	0.061	16.254	0.061	7.121	0.109	7.71	0.1	7.374	0.105	1.651	0.145	1.19	0.12	1.165	0.117	1.409	0.225	0.921	0.143	0.927	0.151	0.0084	0.3371	0.0277	0.0545	0	0.1813	0.1317	0.2593	5.269	19636.0881	0.08	57.81371429	-0.369714286	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.022857143	0.045714286	0.017142857	0.5	0.0	WLEK0637	WLEK0637
377.065	147.376	240.301	89.441	135.979	56.653	104.323	42.692	126.084	58.024	76.489	42.33	49.595	27.064	79.183	57.507	3.918	0.317	0.482	0.076	0.166	0.164	13.378	20.31	14.105	6.015	3.313	0.477	7.765	2.426	0.815	1.259	52.295	7.775	3.879	1.392	9.481	3.41	54.036	57.764	6.93	2.765	0.03	0.171	0.123	0.328	0	0	0.902	0.56	1.623	0.963	0.781	0.596	0	0	1.603	0.643	0.789	0.409	0	0	0	0	0.805	0.904	0	0	0.981	0.14	0.004	0.063	2.756	0.512	0.8	0.401	0	0	0.809	0.819	0.266	0.46	17.05	0.063	16.435	0.069	16.437	0.066	7.533	0.251	8.158	0.268	7.831	0.274	1.821	0.194	1.389	0.19	1.353	0.184	1.681	0.411	1.3	0.363	1.298	0.383	0.0084	0.3384	0.0244	0.0509	0	0.18	0.1318	0.2661	5.101	19674.1757	0.085714286	57.22285714	-0.333142857	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.045714286	0.017142857	0.2	0.1	WLEK0638	WLEK0638
462.01	141.077	291.779	82.322	161.06	55.218	130.719	42.45	147.225	54.46	89.871	37.959	57.353	32.326	143.024	59.321	3.875	0.214	0.464	0.064	0.24	0.135	27.761	22.557	16.475	5.595	3.547	0.34	9.469	2.194	1.787	0.84	47.609	5.385	4.319	1.086	10.963	2.596	92.105	60.072	7.668	2.656	0	0	0.218	0.415	0	0	0.632	0.611	2.267	0.706	1.601	0.626	0	0	1.719	0.547	0.934	0.25	0	0	0	0	1.267	0.7	0	0	0.983	0.133	0.001	0.032	2.911	0.349	0.844	0.364	0	0	1.062	0.897	0.659	0.487	16.918	0.056	16.279	0.062	16.291	0.061	7.209	0.102	7.792	0.092	7.459	0.088	1.666	0.097	1.133	0.095	1.098	0.092	1.273	0.223	0.812	0.127	0.767	0.146	0.0081	0.3322	0.0234	0.0511	0	0.1863	0.1332	0.2657	5.101	19644.0836	0.085714286	58.32342857	-0.348	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.2	0.2	WLEK0639	WLEK0639
370.555	157.406	242.349	93.689	151.836	59.954	90.513	42.264	131.136	61.287	84.94	41.558	46.197	27.663	84.604	49.692	3.878	0.305	0.478	0.071	0.166	0.157	12.111	14.413	12.548	6.46	3.501	0.535	8.491	2.872	1.158	1.006	53.861	7.819	4.01	1.633	9.978	3.941	63.185	59.994	6.767	2.726	0	0	0.032	0.176	0	0	0.7	0.665	0.839	0.725	1.221	0.69	0	0	1.387	0.551	0.662	0.473	0	0	0	0	1.164	0.899	0	0	0.975	0.159	0.003	0.055	2.826	0.486	0.891	0.313	0	0	0.995	0.978	0.266	0.468	16.997	0.054	16.377	0.059	16.386	0.059	7.404	0.135	8.031	0.136	7.681	0.142	1.754	0.133	1.301	0.117	1.277	0.119	1.37	0.184	1.04	0.169	1.027	0.19	0.0085	0.3359	0.0211	0.0521	0	0.1815	0.1339	0.267	5.269	19638.1221	0.085714286	58.416	-0.304571429	0.074285714	0.062857143	0.057142857	0.08	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.6	0.2	WLEK0641	WLEK0641
489.537	114.095	297.65	65.438	142.629	35.939	155.021	41.491	166.635	47.652	80.722	28.512	85.914	31.015	136.764	39.747	3.924	0.095	0.477	0.035	0.294	0.141	31.026	19.513	9.893	4.207	3.54	0.263	9.914	1.765	2.299	0.841	43.372	5.339	4.989	1.024	12.495	2.221	96.872	53.748	8.524	2.179	0.005	0.071	0.062	0.253	0.006	0.077	0.965	0.324	1.901	0.48	1.301	0.506	0	0	1.572	0.505	1.361	0.59	0	0	0	0	1.841	0.464	0	0	0.992	0.094	0	0	2.961	0.21	0.768	0.423	0	0	0.649	0.762	0.21	0.419	16.947	0.063	16.335	0.062	16.343	0.061	7.256	0.11	7.768	0.102	7.379	0.111	1.596	0.135	1.147	0.134	1.123	0.135	1.18	0.176	0.802	0.136	0.757	0.155	0.0085	0.3326	0.0242	0.0537	0	0.1726	0.1457	0.2627	5.269	19636.0881	0.08	57.81371429	-0.369714286	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.022857143	0.045714286	0.017142857	0.3	0.1	WLEK0642	WLEK0642
475.952	162.301	321.639	98.522	204.152	62.117	117.487	48.665	167.626	62.991	119.572	45.832	48.054	27.042	140.556	51.345	3.865	0.442	0.448	0.069	0.142	0.118	14.293	16.661	14.445	5.711	3.574	0.514	9.38	2.361	2.32	1.009	50.929	8.041	4.497	1.354	11.637	3.549	106.848	77.547	8.191	2.919	0.002	0.045	0.279	0.449	0	0	0.596	0.598	1.935	0.797	1.271	0.499	0	0	1.809	0.562	1.221	0.51	0	0	0	0	1.416	0.589	0	0	0.958	0.203	0.031	0.173	2.745	0.613	0.79	0.408	0	0	1.062	0.813	0.425	0.499	16.916	0.051	16.279	0.058	16.289	0.056	7.114	0.126	7.669	0.133	7.314	0.135	1.71	0.102	1.255	0.097	1.229	0.096	1.382	0.231	0.858	0.133	0.818	0.156	0.0085	0.3336	0.0263	0.0511	0	0.1849	0.1389	0.2567	5.269	19636.0881	0.08	57.81371429	-0.369714286	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.022857143	0.045714286	0.017142857	0.5	0.0	WLEK0644	WLEK0644
444.665	128.288	294.221	78.47	193.429	51.956	100.792	35.977	152.894	49.298	104.023	35.986	48.871	22.925	139.035	59.734	3.935	0.119	0.485	0.056	0.094	0.078	8.72	9.906	13.193	5.444	3.415	0.243	8.893	1.66	1.832	1.054	53.803	4.827	4.266	0.965	10.755	2.561	82.64	55.205	8.189	2.546	0	0	0.549	0.535	0	0	0.579	0.637	1.971	0.832	1.778	0.496	0	0	1.686	0.516	0.918	0.276	0	0	0	0	0.944	0.481	0	0	0.992	0.094	0	0	2.976	0.168	0.863	0.345	0	0	0.286	0.529	0.668	0.526	16.946	0.059	16.336	0.061	16.345	0.061	7.229	0.158	7.814	0.161	7.441	0.177	1.707	0.113	1.205	0.102	1.175	0.102	1.382	0.141	0.701	0.119	0.651	0.143	0.0084	0.3337	0.0271	0.0537	0	0.1803	0.1316	0.2652	5.101	19644.0836	0.085714286	58.32342857	-0.348	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.2	-0.1	WLEK0650	WLEK0650
508.186	162.502	319.12	97.666	185.601	55.14	133.519	50.923	170.676	60.006	100.763	38.93	69.912	30.984	147.569	65.111	3.931	0.251	0.5	0.067	0.154	0.113	18.074	18.094	16.464	5.137	3.562	0.405	9.481	2.37	2.093	0.961	49.411	5.714	4.689	1.316	11.543	3.092	118.257	89.507	8.513	2.662	0.001	0.032	0.518	0.51	0.001	0.032	0.629	0.618	2.709	1.065	1.35	0.616	0	0	1.965	0.569	0.916	0.279	0	0	0	0	1.288	0.658	0	0	0.985	0.125	0.063	0.243	2.928	0.334	0.681	0.467	0	0	1.17	1.009	0.575	0.495	16.969	0.053	16.347	0.067	16.356	0.063	7.199	0.106	7.734	0.102	7.386	0.107	1.661	0.121	1.17	0.109	1.132	0.115	1.304	0.131	0.702	0.094	0.63	0.113	0.0061	0.3443	0.0243	0.0609	0	0.1811	0.1208	0.2625	5.293	19689.1027	0.091428571	60.18628571	-0.386285714	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.028571429	0.034285714	0.017142857	0.1	0.2	WLEK0652	WLEK0652
399.38	131.414	251.282	77.66	145.703	47.562	105.579	37.628	142.767	50.821	86.178	35.011	56.589	25.259	107.757	48.515	3.876	0.329	0.481	0.067	0.137	0.125	10.406	13.75	11.899	4.916	3.384	0.446	8.558	2.235	1.343	0.995	51.985	7.457	3.945	1.228	9.964	3.227	60.014	47.611	7.511	2.787	0	0	0.114	0.333	0.001	0.032	0.811	0.436	1.47	0.621	1.32	0.608	0	0	1.764	0.507	0.89	0.314	0	0	0	0	1.15	0.699	0	0	0.978	0.15	0.001	0.032	2.769	0.556	0.842	0.366	0	0	0.661	0.662	0.353	0.508	16.942	0.059	16.329	0.057	16.336	0.057	7.158	0.128	7.713	0.118	7.353	0.122	1.73	0.159	1.249	0.146	1.221	0.149	1.554	0.283	0.943	0.18	0.877	0.185	0.0084	0.3357	0.025	0.0526	0	0.1781	0.1327	0.2675	4.961	19702.1197	0.085714286	57.13314286	-0.365714286	0.068571429	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.0	0.0	WLEK0654	WLEK0654
435.914	144.814	281.605	84.057	155.889	56.693	125.716	41.128	151.254	57.954	93.741	44.79	57.513	25.065	86.023	44.879	3.95	0.232	0.492	0.066	0.189	0.133	10.973	10.473	11.244	5.844	3.216	0.36	8.458	2.422	0.552	0.987	51.782	6.229	4.355	1.304	11.361	3.112	77.763	63.586	7.471	2.953	0.002	0.045	0.158	0.365	0	0	1.329	0.869	1.834	0.927	1.075	0.692	0	0	2.309	0.607	0.771	0.421	0	0	0	0	0.952	0.69	0	0	0.984	0.129	0.109	0.312	2.791	0.464	0.834	0.373	0	0	0.548	0.678	0.587	0.557	17.023	0.082	16.422	0.087	16.432	0.086	7.419	0.182	7.965	0.17	7.616	0.185	2.071	0.294	1.589	0.275	1.576	0.277	1.707	0.307	1.174	0.224	1.113	0.238	0.0084	0.334	0.0258	0.0573	0	0.1542	0.161	0.2593	4.832	19584.9469	0.085714286	54.72971429	-0.331428571	0.074285714	0.062857143	0.057142857	0.08	0.068571429	0.068571429	0.022857143	0.034285714	0.017142857	0.0	0.0	WLEK0663	WLEK0663
337.326	155.471	209.251	90.91	117.025	51.929	92.226	45.699	123.846	56.684	65.93	31.899	57.916	31.151	77.859	42.139	3.689	0.944	0.465	0.13	0.226	0.19	17.981	17.398	8.031	6.082	3.613	1.068	8.098	3.266	1.455	0.931	48.763	14.527	3.692	1.725	9.397	4.574	44.584	44.223	6.235	3.304	0.001	0.032	0.05	0.218	0.781	0.414	0.84	0.596	0.809	0.629	1.137	0.802	0	0	1.247	0.749	0.855	0.353	0	0	0	0	1.39	0.881	0	0	0.827	0.379	0.006	0.077	1.675	0.595	0.209	0.407	0	0	1.161	0.907	0.148	0.363	17.001	0.059	16.366	0.056	16.379	0.055	7.455	0.205	8.053	0.201	7.711	0.225	1.729	0.132	1.238	0.098	1.205	0.101	1.186	0.155	0.958	0.149	0.916	0.166	0.0084	0.3236	0.0197	0.0533	0	0.1683	0.1517	0.275	5.101	19671.1089	0.085714286	55.19542857	-0.363428571	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.0	0.0	WLEK0666	WLEK0666
387.951	142.959	252.474	87.879	149.863	53.018	102.611	44.161	135.083	56.839	81.338	36.521	53.745	29.451	107.432	46.155	3.853	0.368	0.472	0.066	0.163	0.128	13.605	14.685	13.362	5.508	3.423	0.497	8.792	2.415	1.491	1.016	51.626	7.533	4.033	1.54	10.488	3.8	65.188	59.633	7.467	2.716	0.004	0.063	0.083	0.276	0	0	0.469	0.601	1.521	0.776	1.805	0.456	0	0	1.705	0.552	0.755	0.431	0	0	0	0	1.122	0.761	0	0	0.975	0.159	0.008	0.089	2.871	0.468	0.861	0.347	0	0	0.826	0.875	0.301	0.461	16.963	0.066	16.341	0.058	16.35	0.06	7.209	0.11	7.76	0.112	7.376	0.121	1.727	0.129	1.218	0.108	1.188	0.108	1.258	0.226	0.941	0.187	0.896	0.195	0.0085	0.3283	0.0255	0.0547	0	0.1693	0.1499	0.2638	5.101	19644.0836	0.085714286	58.32342857	-0.348	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.0	-0.1	WLEK0673	WLEK0673
479.151	140.213	310.658	82.44	183.102	54.511	127.556	45.303	157.745	54.336	99.049	39.06	58.696	30.687	140.254	51.268	3.897	0.239	0.472	0.059	0.15	0.106	14.447	13.503	15.748	5.232	3.489	0.382	9.515	2.284	1.522	1.057	49.747	5.96	4.577	1.193	11.366	2.869	100.918	66.29	7.87	2.604	0.005	0.071	0.528	0.499	0.001	0.032	0.929	0.705	2.673	1.074	1.362	0.558	0	0	2.045	0.654	0.896	0.307	0	0	0	0	1.027	0.667	0	0	0.976	0.156	0.024	0.153	2.926	0.315	0.752	0.433	0	0	1.094	1.056	0.636	0.502	16.904	0.049	16.251	0.056	16.261	0.055	7.262	0.135	7.865	0.159	7.538	0.186	1.631	0.122	1.078	0.118	1.05	0.12	1.507	0.179	0.853	0.224	0.811	0.243	0.0083	0.328	0.0271	0.0602	0	0.1717	0.1376	0.2671	5.293	19689.1027	0.091428571	60.18628571	-0.386285714	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.028571429	0.034285714	0.017142857	2.6	4.7	WLEK0674	WLEK0674
415.824	158.022	271.523	94.396	137.137	58.772	134.386	43.895	145.62	59.841	75.034	39.331	70.586	29.361	122.874	55.417	3.764	0.681	0.449	0.093	0.317	0.168	33.089	22.096	13.576	5.876	3.595	0.738	8.486	2.718	1.453	0.78	46.051	9.609	4.239	1.368	10.585	3.582	76.669	61.901	8.078	3.29	0.006	0.077	0.124	0.33	0	0	0.969	0.612	1.849	1.101	1.377	0.612	0	0	1.65	0.752	0.965	0.186	0	0	0	0	1.333	0.588	0	0	0.96	0.198	0.006	0.077	2.387	0.876	0.12	0.328	0	0	1.211	0.913	0.346	0.48	16.908	0.062	16.278	0.059	16.29	0.059	7.181	0.105	7.677	0.101	7.341	0.099	1.597	0.13	1.095	0.108	1.064	0.108	1.184	0.142	0.907	0.181	0.833	0.238	0.0084	0.3295	0.0257	0.0551	0	0.1836	0.128	0.2697	5.101	19644.0836	0.085714286	58.32342857	-0.348	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	4.1	6.8	WLEK0675	WLEK0675
437.527	130.076	264.387	77.887	158.483	50.448	105.903	35.092	155.334	52.988	93.617	36.804	61.717	25.275	112.113	53.198	3.998	0.294	0.516	0.066	0.128	0.106	10.815	12.645	18.149	4.932	3.563	0.4	8.536	2.138	2.135	0.926	49.888	6.022	3.869	0.999	9.636	2.445	66.645	48.008	7.692	2.559	0	0	0.545	0.514	0	0	0.31	0.473	2.295	0.856	1.35	0.601	0	0	1.744	0.451	0.917	0.277	0	0	0	0	0.983	0.485	0	0	0.971	0.171	0.001	0.032	2.869	0.431	0.516	0.5	0	0	1.046	0.901	0.621	0.488	16.901	0.056	16.252	0.059	16.263	0.058	7.092	0.103	7.667	0.1	7.306	0.102	1.705	0.13	1.189	0.113	1.161	0.117	1.445	0.136	0.884	0.11	0.889	0.119	0.0084	0.3357	0.0273	0.0576	0	0.1781	0.1295	0.2634	5.293	19661.0496	0.091428571	60.07485714	-0.4	0.074285714	0.068571429	0.051428571	0.068571429	0.068571429	0.068571429	0.028571429	0.034285714	0.017142857	4.0	6.9	WLEK0676	WLEK0676
439.927	136.31	261.308	79.75	145.409	49.671	115.899	39.271	152.454	52.559	86.834	34.107	65.62	27.822	133.068	49.447	3.938	0.162	0.494	0.043	0.173	0.09	15.927	13.029	8.282	5.537	3.468	0.359	10.343	2.189	0.797	1.08	50.818	5.503	4.257	1.277	10.454	2.724	79.769	66.113	8.134	2.495	0.088	0.283	0.209	0.407	0	0	1.583	0.8	1.636	0.872	1.836	0.393	0	0	1.784	0.627	0.986	0.122	0	0	0	0	1.185	0.766	0	0	0.998	0.055	0	0	2.691	0.52	0.987	0.117	0	0	0.866	0.909	0.247	0.447	16.937	0.051	16.265	0.047	16.273	0.047	7.201	0.111	7.739	0.089	7.456	0.098	1.598	0.139	1.094	0.099	1.067	0.103	1.39	0.154	0.959	0.178	0.901	0.186	0.0081	0.3327	0.0278	0.0626	0	0.1704	0.1262	0.2722	5.293	19661.0496	0.091428571	60.07485714	-0.4	0.074285714	0.068571429	0.051428571	0.068571429	0.068571429	0.068571429	0.028571429	0.034285714	0.017142857	4.3	7.4	WLEK0679	WLEK0679
479.969	149.859	295.593	84.558	182.52	57.209	113.073	35.95	166.523	57.346	113.03	42.095	53.493	24.904	107.208	42.068	3.924	0.156	0.475	0.052	0.111	0.088	7.64	8.733	10.251	4.725	3.528	0.395	10.062	2.484	1.485	1.026	54.889	5.607	5.108	1.29	11.664	2.629	106.809	76.108	8.362	2.814	0.017	0.129	0.597	0.499	0	0	1.114	0.595	1.141	0.895	1.725	0.546	0	0	2.05	0.733	0.952	0.216	0	0	0	0	1.05	0.877	0	0	0.967	0.181	0.036	0.186	2.808	0.416	0.896	0.307	0	0	0.92	0.968	0.694	0.474	16.948	0.109	16.316	0.107	16.322	0.107	7.315	0.175	7.902	0.19	7.592	0.203	1.592	0.163	1.197	0.14	1.18	0.143	1.443	0.295	1.305	0.307	1.278	0.313	0.0081	0.3098	0.0305	0.0597	0	0.1754	0.1221	0.2944	5.293	19661.0496	0.091428571	60.07485714	-0.4	0.074285714	0.068571429	0.051428571	0.068571429	0.068571429	0.068571429	0.028571429	0.034285714	0.017142857	3.5	6.8	WLEK0683	WLEK0683
431.809	118.185	265.853	70.067	161.356	50.555	104.497	30.635	149.369	48.993	88.216	35.152	61.153	24.394	118.327	48.926	3.98	0.144	0.497	0.053	0.115	0.099	9.815	12.807	17.392	4.594	3.444	0.287	8.389	1.7	1.849	0.928	50.492	4.649	3.842	0.917	9.847	2.306	66.555	45.782	8.025	2.398	0	0	0.371	0.483	0	0	0.381	0.522	2.56	0.794	1.541	0.543	0	0	1.765	0.444	0.909	0.289	0	0	0	0	0.95	0.465	0	0	0.992	0.094	0	0	2.953	0.227	0.571	0.495	0	0	0.713	0.737	0.582	0.496	16.899	0.044	16.257	0.044	16.264	0.043	7.132	0.1	7.707	0.088	7.361	0.091	1.565	0.113	1.094	0.095	1.056	0.095	1.383	0.115	0.766	0.126	0.759	0.145	0.0084	0.3338	0.0246	0.0588	0	0.1773	0.1305	0.2666	5.122	19650.0666	0.091428571	61.10228571	-0.364571429	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.034285714	0.034285714	0.017142857	3.5	6.4	WLEK0684	WLEK0684
597.876	154.785	382.126	90.529	213.669	57.724	168.457	47.893	204.401	64.558	126.142	46.679	78.259	30.353	144.681	50.801	4.015	0.132	0.467	0.044	0.203	0.109	19.447	13.569	13.109	4.653	3.458	0.3	10.139	1.982	1.321	0.982	50.963	4.303	5.074	0.998	12.318	2.281	138.075	80.183	9.236	2.947	0.005	0.071	0.609	0.488	0	0	1.289	0.658	2.569	0.81	1.742	0.486	0	0	2.461	0.634	0.967	0.181	0	0	0	0	1.034	0.668	0	0	0.997	0.063	0.08	0.271	2.963	0.206	0.529	0.499	0	0	1.006	0.894	0.788	0.496	16.985	0.059	16.352	0.069	16.367	0.068	7.485	0.165	8.017	0.151	7.699	0.157	1.667	0.122	1.216	0.112	1.187	0.113	1.444	0.218	0.984	0.15	0.94	0.166	0.0084	0.334	0.027	0.0575	0	0.1686	0.1381	0.2664	5.293	19645.0501	0.091428571	58.80857143	-0.365142857	0.074285714	0.062857143	0.062857143	0.068571429	0.062857143	0.068571429	0.034285714	0.034285714	0.017142857	1.8	3.5	WLEK0685	WLEK0685
489.667	127.525	331.245	74.114	208.075	45.192	123.169	42.141	168.885	56.089	108.028	35.72	60.857	30.515	176.334	46.303	3.878	0.089	0.434	0.034	0.158	0.107	22.864	19.081	9.246	4.133	3.469	0.243	10.113	1.603	1.752	0.684	51.497	4.492	4.683	1.017	11.671	2.523	107.004	60.239	9.538	2.376	0.002	0.045	0.066	0.252	0	0	0.895	0.602	1.541	0.638	1.981	0.15	0	0	1.933	0.344	0.968	0.179	0	0	0	0	1.613	0.533	0	0	1	0.032	0.001	0.032	2.983	0.14	0.912	0.285	0	0	0.695	0.739	0.287	0.452	16.98	0.054	16.362	0.055	16.375	0.055	7.16	0.103	7.721	0.103	7.322	0.102	1.818	0.164	1.362	0.145	1.33	0.143	1.183	0.185	0.783	0.099	0.717	0.107	0.0072	0.3297	0.0266	0.05	0	0.1773	0.1515	0.2577	5.293	19618.0033	0.085714286	55.86285714	-0.378285714	0.074285714	0.062857143	0.057142857	0.074285714	0.062857143	0.068571429	0.022857143	0.04	0.017142857	2.9	4.9	WLEK0686	WLEK0686
392.005	154.393	251.305	84.781	150.504	55.049	100.801	36.955	129.73	61.993	85.352	44.242	44.378	24.767	101.57	53.729	3.882	0.3	0.479	0.062	0.155	0.137	13.828	17.622	11.786	5.729	3.239	0.504	8.137	2.591	0.929	1.363	51.312	6.363	3.916	1.421	9.982	3.597	61.119	61.417	6.243	2.711	0.002	0.045	0.193	0.395	0	0	0.75	0.659	1.43	0.699	1.302	0.786	0	0	1.989	0.696	0.642	0.48	0	0	0	0	0.844	0.839	0	0	0.988	0.113	0.159	0.366	2.926	0.362	0.834	0.373	0	0	0.646	0.824	0.335	0.485	16.942	0.065	16.337	0.077	16.353	0.076	7.227	0.109	7.826	0.117	7.523	0.115	1.686	0.146	1.219	0.154	1.165	0.144	1.243	0.162	0.938	0.137	0.871	0.164	0.0083	0.3336	0.0174	0.0527	0	0.1746	0.1447	0.2687	5.272	19575.9666	0.085714286	58.08	-0.365142857	0.074285714	0.062857143	0.068571429	0.074285714	0.051428571	0.068571429	0.022857143	0.04	0.017142857	2.8	5.2	WLEK0691	WLEK0691
398.882	143.59	247.719	82.361	146.417	52.568	101.302	37.595	129.432	52.357	76.226	37.6	53.207	24.72	117.061	53.712	3.886	0.388	0.483	0.066	0.164	0.12	15.711	15.433	13.713	5.293	3.374	0.497	8.726	2.321	1.563	0.983	51.541	7.007	3.856	1.277	9.726	3.253	63.528	58.722	7.462	2.726	0.002	0.045	0.251	0.436	0	0	0.402	0.557	1.586	0.737	1.892	0.369	0	0	1.755	0.575	0.873	0.334	0	0	0	0	0.841	0.724	0	0	0.981	0.14	0.033	0.179	2.907	0.393	0.832	0.375	0	0	0.728	0.899	0.359	0.48	16.882	0.048	16.264	0.052	16.274	0.051	7.162	0.125	7.796	0.109	7.448	0.113	1.734	0.141	1.195	0.11	1.177	0.107	1.297	0.251	0.867	0.16	0.835	0.174	0.0085	0.3326	0.0282	0.0608	0	0.1742	0.1339	0.2618	5.293	19636.0417	0.085714286	58.97142857	-0.389142857	0.074285714	0.062857143	0.057142857	0.068571429	0.062857143	0.068571429	0.022857143	0.045714286	0.017142857	3.4	6.2	WLEK0692	WLEK0692
