pock_volume	pock_volume_st	pock_asa	pock_asa_st	pock_pol_asa	pock_pol_asa_st	pock_apol_asa	pock_apol_asa_st	pock_asa22	pock_asa22_st	pock_pol_asa22	pock_pol_asa22_st	pock_apol_asa22	pock_apol_asa22_st	nb_as	nb_as_st	mean_as_ray	mean_as_ray_st	mean_as_solv_acc	mean_as_solv_acc_st	apol_as_prop	apol_as_prop_st	mean_loc_hyd_dens	mean_loc_hyb_dens_st	hydrophobicity_score	hydrophobicity_score_st	volume_score	volume_score_st	polarity_score	polarity_score_st	charge_score	charge_score_st	prop_polar_atm	prop_polar_atm_st	as_density	as_density_st	as_max_dst	as_max_dst_st	convex_hull_volume	convex_hull_volume_st	nb_abpa	nb_abpa_st	ala	ala_st	arg	arg_st	asn	asn_st	asp	asp_st	cys	cys_st	gln	gln_st	glu	glu_st	gly	gly_st	his	his_st	ile	ile_st	leu	leu_st	lys	lys_st	met	met_st	phe	phe_st	pro	pro_st	ser	ser_st	thr	thr_st	trp	trp_st	tyr	tyr_st	val	val_st	rog_pro_noh	rog_pro_noh_sd	rog_pro_bb	rog_pro_bb_sd	rog_pro_ca	rog_pro_ca_sd	rog_bs_noh	rog_bs_noh_sd	rog_bs_bb	rog_bs_bb_sd	rog_bs_ca	rog_bs_ca_sd	rmsd_pro_noh	rmsd_pro_noh_sd	rmsd_pro_bb	rmsd_pro_bb_st	rmsd_pro_ca	rmsd_pro_ca_sd	rmsd_bs_noh	rmsd_bs_noh_sd	rmsd_bs_bb	rmsd_bs_bb_sd	rmsd_bs_ca	rmsd_bs_ca_sd	b_para	b_anti	h_3-10	halpha	h_pi	turn	bend	random-coil	ip	molecular-weight	aromaticity	instability	gravy	%g	%a	%v	%l	%i	%p	%f	%m	%w				
417.458	146.738	266.346	86.553	171.845	56.339	94.501	40.041	158.375	55.437	107.527	41.788	50.849	25.993	73.034	43.402	4.026	0.413	0.526	0.083	0.119	0.112	5.757	7.81	10.66	6.395	3.375	0.495	8.474	2.348	1.075	1.063	56.951	8.112	3.959	1.433	9.346	3.439	55.982	55.335	5.669	2.649	0.004	0.063	0.257	0.437	0	0	0.973	0.711	1.202	0.953	1.126	0.664	0	0	1.748	0.682	0.914	0.282	0	0	0	0	0.877	0.647	0	0	0.953	0.214	0.016	0.125	2.663	0.597	0.955	0.209	0	0	0.709	0.856	0.312	0.466	17.025	0.055	16.385	0.055	16.4	0.055	7.584	0.159	8.2	0.166	7.874	0.176	1.731	0.151	1.225	0.125	1.185	0.123	1.673	0.247	1.274	0.264	1.277	0.277	0.0084	0.3379	0.0255	0.055	0	0.1783	0.1224	0.2725	5.293	19689.1027	0.091428571	60.18628571	-0.386285714	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.028571429	0.034285714	0.017142857	4.9	8.7	WLEK0490	WLEK0490
446.934	137.376	281.023	80.459	165.075	54.29	115.948	44.991	162.856	53.426	104.006	42.666	58.85	25.447	113.077	54.138	3.973	0.149	0.503	0.063	0.198	0.145	17.976	18.74	18.31	5.471	3.708	0.427	9.011	2.253	1.924	0.945	50.75	6.2	4.147	1.211	10.46	3.021	78.597	64.784	7.426	2.589	0.009	0.094	0.337	0.475	0	0	0.491	0.633	2.041	0.943	1.295	0.542	0	0	1.741	0.592	0.938	0.243	0	0	0	0	1.14	0.623	0	0	0.996	0.071	0.004	0.063	2.818	0.45	0.414	0.493	0	0	1.578	1.171	0.422	0.498	16.87	0.049	16.236	0.053	16.249	0.053	7.145	0.104	7.763	0.111	7.42	0.121	1.65	0.123	1.142	0.125	1.11	0.126	1.375	0.228	0.9	0.15	0.927	0.18	0.0085	0.3312	0.0234	0.0629	0	0.1731	0.1289	0.272	5.101	19692.1264	0.091428571	60.18628571	-0.353142857	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.028571429	0.04	0.017142857	4.3	7.7	WLEK0491	WLEK0491
501.36	124.772	317.042	75.454	170.814	46.642	146.228	38.285	174.368	47.635	88.903	30.039	85.465	28.936	157.315	51.327	3.92	0.157	0.471	0.041	0.232	0.106	27.537	15.727	12.775	4.422	3.847	0.332	10.544	1.866	1.943	0.574	45.911	5.065	4.772	0.946	11.818	2.422	108.253	64.89	7.96	2.671	0.008	0.089	0.124	0.33	0.009	0.094	1.006	0.411	1.404	0.738	1.392	0.531	0	0	1.672	0.523	0.946	0.228	0	0	0	0	1.879	0.36	0	0	0.996	0.071	0	0	2.715	0.511	0.732	0.444	0	0	1.741	0.867	0.338	0.475	17.018	0.06	16.381	0.061	16.392	0.061	7.222	0.103	7.688	0.113	7.292	0.11	2.012	0.177	1.551	0.157	1.545	0.155	1.237	0.116	0.93	0.13	0.891	0.156	0.0074	0.3298	0.0252	0.0511	0	0.1762	0.1349	0.2754	5.293	19689.1027	0.091428571	60.18628571	-0.386285714	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.028571429	0.034285714	0.017142857	4.3	7.7	WLEK0492	WLEK0492
446.615	140.059	293.152	86.39	175.03	51.97	118.123	42.223	143.332	54.825	88.226	34.527	55.105	27.861	162.914	56.572	3.866	0.249	0.45	0.052	0.157	0.1	18.474	16.341	14.24	5.221	3.447	0.351	9.261	2.049	2.155	0.854	49.467	5.154	4.439	1.256	10.746	2.793	96.874	76.328	8.64	2.82	0.023	0.15	0.436	0.496	0.005	0.071	0.527	0.59	2.439	1.094	1.589	0.561	0	0	1.983	0.367	0.968	0.179	0	0	0	0	1.278	0.623	0	0	0.979	0.147	0.002	0.045	2.881	0.414	0.905	0.298	0	0	0.672	0.807	0.45	0.498	17.016	0.061	16.365	0.065	16.374	0.063	7.215	0.15	7.739	0.133	7.357	0.128	1.734	0.17	1.293	0.156	1.261	0.156	1.363	0.23	0.875	0.205	0.856	0.218	0.0074	0.3337	0.0272	0.0653	0	0.1705	0.1252	0.2707	5.122	19638.0129	0.091428571	60.18628571	-0.401714286	0.074285714	0.068571429	0.051428571	0.068571429	0.068571429	0.068571429	0.028571429	0.034285714	0.017142857	3.9	4.9	WLEK0494	WLEK0494
461.971	141.34	278.678	81.146	153.758	48.415	124.92	42.239	154.604	52.874	86.833	35.263	67.771	27.742	144.547	53.579	3.906	0.156	0.476	0.043	0.205	0.134	22.964	20.678	13.293	5.216	3.521	0.358	9.837	2.086	1.839	0.913	50.414	5.015	4.401	1.217	10.883	2.919	92.884	70.634	8.922	2.694	0.01	0.099	0.286	0.459	0.001	0.032	0.624	0.586	1.762	0.894	1.962	0.229	0	0	1.903	0.582	0.929	0.258	0	0	0	0	1.248	0.723	0	0	0.999	0.045	0.004	0.063	2.968	0.214	0.845	0.363	0	0	0.974	0.903	0.495	0.514	16.907	0.063	16.272	0.059	16.284	0.058	7.191	0.111	7.771	0.106	7.429	0.112	1.567	0.08	1.055	0.078	1.032	0.076	1.224	0.181	0.742	0.105	0.714	0.114	0.0084	0.3285	0.0234	0.0638	0	0.1683	0.1466	0.261	4.945	19631.0418	0.085714286	58.34514286	-0.349142857	0.074285714	0.062857143	0.062857143	0.074285714	0.062857143	0.068571429	0.022857143	0.04	0.017142857	3.4	6.4	WLEK0495	WLEK0495
517.564	149.512	314.425	85.14	168.584	52.329	145.841	45.305	177.503	53.8	108.132	40.406	69.371	25.429	123.336	55.293	3.983	0.253	0.518	0.065	0.251	0.153	23.813	21.811	17.028	5.525	3.678	0.408	10.012	2.431	1.84	1.047	48.185	5.822	4.559	1.129	11.275	2.712	102.145	71.03	8.121	2.809	0.001	0.032	0.616	0.493	0	0	0.806	0.673	2.71	1.078	1.729	0.573	0	0	1.699	0.692	0.922	0.27	0	0	0	0	1.108	0.676	0	0	0.972	0.168	0.069	0.253	2.806	0.512	0.623	0.485	0	0	1.402	0.981	0.76	0.432	16.959	0.077	16.305	0.072	16.326	0.072	7.318	0.174	7.902	0.169	7.579	0.18	1.913	0.177	1.371	0.125	1.353	0.124	1.54	0.243	0.944	0.181	0.915	0.201	0.0084	0.3146	0.025	0.0566	0	0.1759	0.1457	0.2738	5.101	19692.1264	0.091428571	60.18628571	-0.353142857	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.028571429	0.04	0.017142857	3.8	6.5	WLEK0496	WLEK0496
351.477	141.01	239.912	91.835	135.407	54.753	104.505	48.508	119.623	55.292	70.013	38.217	49.61	28.735	100.715	49.26	3.81	0.509	0.477	0.095	0.284	0.17	24.168	19.584	15.416	7.141	3.557	0.673	7.582	2.585	1.577	0.943	48.873	10.342	4.548	1.695	11.088	3.789	83.122	72.524	7.865	3.437	0.009	0.094	0.711	0.458	0	0	0.717	0.694	1.615	1.02	1.421	0.685	0	0	2.176	0.975	0.956	0.207	0	0	0	0	0.627	0.576	0	0	0.953	0.214	0.467	0.499	2.232	0.872	0.053	0.224	0	0	0.865	0.999	1.133	0.71	16.786	0.069	16.125	0.078	16.139	0.076	7.02	0.147	7.436	0.164	7.153	0.162	1.8	0.159	1.207	0.12	1.181	0.118	2.691	0.287	1.176	0.13	0.978	0.11	0.0085	0.3312	0.0271	0.0597	0	0.1754	0.132	0.2661	5.293	19661.0496	0.091428571	60.07485714	-0.4	0.074285714	0.068571429	0.051428571	0.068571429	0.068571429	0.068571429	0.028571429	0.034285714	0.017142857	5.1	8.6	WLEK0498	WLEK0498
538.435	143.374	355.204	86.117	214.607	53.938	140.597	46.345	183.058	61.565	116.794	39.831	66.264	36.448	176.154	58.295	3.912	0.212	0.457	0.051	0.135	0.085	17.24	15.72	15.646	4.335	3.451	0.3	9.365	1.734	1.812	0.806	48.467	4.578	4.624	0.939	11.284	2.109	125.06	68.34	8.773	2.513	0.025	0.156	0.387	0.489	0.007	0.083	0.809	0.575	2.751	0.876	1.222	0.427	0	0	1.936	0.352	0.972	0.168	0	0	0	0	1.262	0.552	0	0	0.995	0.077	0	0	2.966	0.232	0.922	0.27	0	0	0.818	0.777	0.643	0.512	16.972	0.059	16.332	0.055	16.341	0.055	7.425	0.212	7.902	0.162	7.537	0.174	1.735	0.166	1.223	0.133	1.195	0.132	1.486	0.198	0.82	0.121	0.823	0.147	0.0069	0.341	0.0265	0.0661	0	0.1653	0.1364	0.2578	4.945	19651.0314	0.091428571	59.424	-0.355428571	0.074285714	0.062857143	0.062857143	0.068571429	0.062857143	0.068571429	0.028571429	0.04	0.017142857	3.7	7.1	WLEK0499	WLEK0499
440.108	129.573	274.741	73.155	148.544	47.334	126.197	38.889	143.797	50.707	78.089	33.267	65.708	28.521	126.775	50.238	3.901	0.115	0.484	0.049	0.192	0.118	17.751	16.13	18.438	5.013	3.526	0.309	9.02	2.074	1.804	0.937	46.61	4.5	4.163	1.04	10.099	2.334	75.971	53.277	7.59	2.466	0	0	0.459	0.499	0	0	0.484	0.523	2.808	0.819	1.469	0.554	0	0	1.624	0.503	0.886	0.319	0	0	0	0	0.943	0.58	0	0	0.986	0.122	0	0	2.913	0.34	0.855	0.353	0	0	1.011	0.853	0.559	0.499	16.878	0.044	16.23	0.047	16.238	0.046	7.227	0.093	7.767	0.085	7.43	0.09	1.571	0.122	1.024	0.079	0.992	0.082	1.365	0.132	0.623	0.078	0.607	0.097	0.0081	0.3216	0.024	0.062	0	0.1726	0.1359	0.2758	5.293	19673.1033	0.091428571	61.10228571	-0.362857143	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.034285714	0.034285714	0.017142857	4.2	7.9	WLEK0500	WLEK0500
517.14	151.11	315.363	87.187	183.94	56.919	131.424	41.756	180.279	58.913	113.508	45.117	66.771	27.743	166.644	66.416	3.964	0.173	0.487	0.05	0.212	0.124	28.801	22.255	18.9	5.499	3.738	0.392	10.196	2.354	2.395	0.926	48.591	4.772	4.571	1.197	11.266	2.745	114.278	79.158	8.976	2.593	0.008	0.089	0.571	0.503	0	0	0.424	0.546	2.683	0.955	1.631	0.501	0	0	1.821	0.474	0.951	0.218	0	0	0	0	1.297	0.677	0	0	0.994	0.083	0	0	2.974	0.237	0.549	0.5	0	0	1.799	1.289	0.637	0.481	16.868	0.048	16.24	0.048	16.254	0.049	7.104	0.115	7.735	0.107	7.411	0.105	1.68	0.111	1.243	0.107	1.199	0.114	1.183	0.168	0.811	0.126	0.799	0.139	0.0085	0.3353	0.0283	0.062	0	0.1718	0.1242	0.2699	4.961	19621.0469	0.085714286	60.18628571	-0.350857143	0.074285714	0.062857143	0.062857143	0.074285714	0.062857143	0.068571429	0.022857143	0.04	0.017142857	4.9	8.7	WLEK0501	WLEK0501
438.477	142.742	293.76	88.875	184.108	58.941	109.652	39.361	149.977	58.368	92.247	36.699	57.73	30.039	151.831	57.839	3.82	0.385	0.448	0.064	0.12	0.104	11.677	12.281	13.347	4.761	3.633	0.495	9.311	2.392	1.714	0.952	52.982	7.714	4.477	1.218	11.056	2.984	95.195	69.504	9.024	3.059	0.004	0.063	0.632	0.487	0	0	1.135	0.452	1.892	0.879	1.171	0.464	0	0	1.936	0.424	0.967	0.181	0	0	0	0	1.25	0.655	0.001	0.032	0.973	0.165	0.004	0.063	2.659	0.588	0.287	0.452	0	0	1.21	1.111	0.683	0.501	16.988	0.047	16.351	0.05	16.363	0.05	7.093	0.104	7.621	0.093	7.26	0.093	1.783	0.25	1.286	0.167	1.252	0.182	1.474	0.22	0.968	0.124	0.915	0.139	0.0084	0.3209	0.0294	0.0588	0	0.1579	0.1483	0.2763	5.112	19690.0875	0.091428571	61.28685714	-0.386285714	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.028571429	0.034285714	0.017142857	3.5	5.9	WLEK0502	WLEK0502
466.979	118.935	292.966	66.021	173.479	41.605	119.487	34.274	153.214	44.52	90.144	32.7	63.07	20.741	156.328	53.081	3.99	0.108	0.501	0.048	0.139	0.09	16.077	14.194	14.364	4.689	3.506	0.254	9.817	1.739	1.746	0.968	50.441	4.234	4.003	0.906	10.447	2.473	77.447	47.522	7.772	2.422	0.001	0.032	0.58	0.496	0	0	0.728	0.65	2.447	1.054	2.024	0.26	0	0	1.754	0.573	0.91	0.288	0	0	0	0	0.984	0.391	0	0	0.996	0.071	0.001	0.032	2.98	0.18	0.884	0.321	0	0	0.727	0.774	0.691	0.55	16.873	0.057	16.207	0.058	16.221	0.058	7.249	0.089	7.779	0.087	7.456	0.086	1.62	0.109	1.125	0.097	1.075	0.099	1.409	0.125	0.605	0.065	0.545	0.081	0.0085	0.332	0.0262	0.0551	0	0.164	0.138	0.2762	5.122	19638.0129	0.091428571	60.18628571	-0.401714286	0.074285714	0.068571429	0.051428571	0.068571429	0.068571429	0.068571429	0.028571429	0.034285714	0.017142857	4.3	5.1	WLEK0505	WLEK0505
368.509	123.477	230.646	71.834	136.028	43.082	94.618	35.904	126.393	46.025	73.12	29.635	53.273	24.92	95.914	49.193	3.878	0.373	0.49	0.067	0.144	0.112	11.734	14.201	16.272	5.312	3.482	0.444	8.106	2.168	1.52	0.895	51.022	6.967	3.555	1.052	8.688	2.683	48.222	43.226	7.433	2.66	0	0	0.202	0.404	0	0	0.437	0.566	1.633	0.794	1.163	0.516	0	0	1.791	0.516	0.836	0.371	0	0	0	0	0.919	0.495	0	0	0.981	0.14	0.001	0.032	2.791	0.519	0.674	0.469	0	0	1.084	0.777	0.235	0.429	16.918	0.049	16.264	0.05	16.274	0.05	7.16	0.143	7.704	0.132	7.343	0.141	1.704	0.154	1.258	0.158	1.228	0.16	1.407	0.167	0.8	0.188	0.797	0.216	0.0085	0.3247	0.021	0.0553	0	0.1758	0.1449	0.2698	5.112	19708.1259	0.091428571	61.93485714	-0.393142857	0.074285714	0.062857143	0.057142857	0.057142857	0.074285714	0.068571429	0.028571429	0.04	0.017142857	5.2	8.5	WLEK0507	WLEK0507
424.949	122.873	300.305	74.061	189.507	49.857	110.798	35.739	127.18	54.526	88.829	37.721	38.35	27.065	172.873	53.222	3.812	0.117	0.427	0.042	0.143	0.095	17.12	15.833	16.325	4.153	3.535	0.297	9.266	1.875	1.933	0.814	48.976	4.247	4.27	0.996	10.559	2.492	91.266	63.482	8.396	2.582	0.014	0.117	0.318	0.468	0	0	0.566	0.537	2.385	0.72	1.238	0.439	0	0	1.719	0.474	0.976	0.156	0	0	0	0	1.205	0.554	0	0	0.999	0.045	0.001	0.032	2.961	0.21	0.931	0.255	0	0	1.071	0.904	0.371	0.487	16.917	0.046	16.267	0.049	16.274	0.049	7.145	0.116	7.665	0.105	7.323	0.101	1.683	0.119	1.154	0.097	1.125	0.093	1.277	0.126	0.706	0.126	0.681	0.121	0.0079	0.3267	0.0236	0.0627	0	0.1677	0.1426	0.2688	5.112	19708.1259	0.091428571	61.93485714	-0.393142857	0.074285714	0.062857143	0.057142857	0.057142857	0.074285714	0.068571429	0.028571429	0.04	0.017142857	4.2	6.4	WLEK0508	WLEK0508
485.096	137.336	300.25	86.675	169.69	50.573	130.56	45.334	152.898	49.461	90.553	33.796	62.345	25.46	148.683	63.108	3.956	0.211	0.491	0.052	0.159	0.11	19.015	20.157	16.271	5.039	3.479	0.349	9.545	2.179	1.806	0.98	48.02	5.138	4.299	1.088	10.843	2.682	102.077	74.922	8.418	2.77	0	0	0.525	0.502	0	0	0.699	0.671	2.96	1.108	1.583	0.605	0	0	2.023	0.58	0.92	0.273	0	0	0	0	1.06	0.536	0	0	0.994	0.083	0.057	0.232	2.958	0.239	0.758	0.429	0	0	1.042	0.919	0.557	0.499	16.907	0.055	16.268	0.055	16.277	0.054	7.192	0.102	7.756	0.099	7.431	0.103	1.66	0.112	1.154	0.099	1.114	0.093	1.334	0.157	0.716	0.097	0.658	0.114	0.0084	0.3346	0.0277	0.061	0	0.1783	0.1227	0.2673	5.101	19630.057	0.085714286	55.38171429	-0.349714286	0.074285714	0.062857143	0.062857143	0.074285714	0.062857143	0.068571429	0.022857143	0.04	0.017142857	2.3	3.2	WLEK0509	WLEK0509
465.805	117.057	298.348	68.439	188.91	47.007	109.439	33.533	160.082	46.135	102.785	33.3	57.297	24.868	152.152	52.188	3.92	0.298	0.476	0.058	0.137	0.116	15.838	16.871	12.923	4.561	3.454	0.349	9.41	1.711	2.021	0.964	52.068	5.936	4.27	0.96	10.539	2.452	85.723	46.619	7.996	2.366	0	0	0.636	0.5	0	0	0.596	0.658	2.017	0.782	1.935	0.301	0	0	1.875	0.607	0.93	0.257	0	0	0	0	1.051	0.477	0	0	0.992	0.094	0.002	0.045	2.969	0.262	0.86	0.348	0	0	0.433	0.685	0.684	0.465	16.886	0.048	16.238	0.047	16.254	0.047	7.167	0.093	7.716	0.108	7.385	0.106	1.616	0.113	1.045	0.092	0.996	0.084	1.455	0.227	0.77	0.108	0.73	0.113	0.0085	0.3315	0.0239	0.0575	0	0.1791	0.1373	0.2622	5.101	19678.0998	0.091428571	58.32342857	-0.353714286	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.028571429	0.04	0.017142857	3.4	6.5	WLEK0511	WLEK0511
415.924	138.952	249.104	78.989	141.172	47.332	107.932	40.834	143.05	51.22	85.146	36.226	57.904	22.838	110.895	58.977	3.958	0.299	0.501	0.071	0.158	0.126	15.148	18.043	15.873	5.408	3.428	0.422	8.492	2.381	1.434	0.94	48.497	6.441	3.679	1.062	9.015	2.579	57.48	50.194	7.138	2.523	0	0	0.245	0.43	0	0	0.48	0.597	2.044	0.664	1.548	0.605	0	0	1.742	0.506	0.754	0.431	0	0	0	0	0.915	0.592	0	0	0.973	0.165	0	0	2.92	0.335	0.668	0.471	0	0	0.962	0.956	0.326	0.469	16.891	0.045	16.27	0.052	16.28	0.05	7.201	0.107	7.76	0.096	7.419	0.092	1.654	0.139	1.193	0.126	1.148	0.124	1.395	0.166	0.723	0.136	0.707	0.151	0.0082	0.3327	0.025	0.0513	0	0.1702	0.1468	0.2658	5.293	19655.0865	0.085714286	60.18628571	-0.380571429	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.034285714	0.017142857	3.9	7.5	WLEK0512	WLEK0512
342.631	125.452	248.133	77.543	143.257	51.033	104.876	36.522	108.669	47.867	70.665	32.008	38.004	21.942	121.399	52.854	3.825	0.29	0.411	0.058	0.261	0.153	25.737	20.058	19.483	6.008	3.888	0.43	7.603	2.284	2.145	0.845	49.303	6.657	3.772	1.224	9.208	2.813	55.622	46.172	6.436	3.16	0	0	0.835	0.377	0	0	0.59	0.657	2.327	1.01	1.203	0.453	0	0	1.403	0.768	0.987	0.117	0	0	0	0	0.913	0.502	0	0	0.842	0.366	0	0	1.904	0.965	0.132	0.339	0	0	1.039	0.482	0.804	0.41	16.813	0.057	16.154	0.06	16.169	0.059	7.175	0.125	7.67	0.121	7.354	0.127	1.724	0.161	1.19	0.132	1.162	0.143	1.365	0.131	0.757	0.091	0.63	0.112	0.0085	0.3267	0.0216	0.0622	0	0.1774	0.125	0.2786	5.112	19708.1259	0.091428571	61.93485714	-0.397142857	0.074285714	0.062857143	0.057142857	0.062857143	0.068571429	0.068571429	0.028571429	0.04	0.017142857	4.6	8.9	WLEK0513	WLEK0513
480.114	120.318	302.604	74.828	199.182	55.947	103.422	30.098	170.699	47.576	115.877	40.387	54.822	21.156	147.256	54.36	3.984	0.109	0.496	0.052	0.102	0.08	10.619	12.319	15.642	4.253	3.465	0.265	9.169	1.726	1.955	0.969	52.29	4.063	4.279	0.988	10.269	2.185	85.591	54.153	7.913	2.491	0	0	0.575	0.507	0	0	0.493	0.587	2.537	0.934	1.96	0.21	0	0	1.656	0.52	0.93	0.257	0	0	0	0	0.943	0.561	0	0	0.996	0.071	0	0	2.966	0.209	0.833	0.374	0	0	0.469	0.635	0.757	0.434	16.867	0.042	16.226	0.043	16.236	0.043	7.263	0.102	7.814	0.091	7.476	0.095	1.555	0.111	1.044	0.086	1.018	0.089	1.361	0.146	0.605	0.07	0.563	0.083	0.0084	0.3278	0.0256	0.0619	0	0.1632	0.1347	0.2784	5.293	19655.0865	0.085714286	60.18628571	-0.380571429	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.034285714	0.017142857	4.0	7.4	WLEK0514	WLEK0514
468.58	134.191	286.085	78.67	157.138	47.256	128.947	40.656	143.457	50.682	86.74	34.407	56.716	25.698	163.959	61.301	3.868	0.097	0.465	0.039	0.225	0.111	24.19	18.818	9.656	5.152	3.451	0.278	10.387	1.909	1.375	0.965	47.242	4.104	4.74	1.122	11.322	2.286	103.864	69.896	9.522	2.897	0.001	0.032	0.373	0.484	0.001	0.032	1.237	0.689	1.894	0.954	1.912	0.303	0	0	2.028	0.649	0.938	0.243	0	0	0	0	1.301	0.669	0	0	0.999	0.045	0	0	2.952	0.229	0.97	0.173	0	0	0.703	0.608	0.443	0.503	16.898	0.045	16.26	0.046	16.27	0.046	7.267	0.11	7.794	0.1	7.443	0.103	1.591	0.127	1.078	0.104	1.05	0.11	1.246	0.145	0.623	0.076	0.603	0.09	0.0083	0.3313	0.0243	0.0694	0	0.174	0.1297	0.263	4.948	19582.9558	0.085714286	57.22285714	-0.346857143	0.074285714	0.062857143	0.062857143	0.074285714	0.062857143	0.062857143	0.022857143	0.04	0.017142857	3.9	6.1	WLEK0515	WLEK0515
512.075	142.77	361.053	91.833	205.24	57.608	155.813	43.831	171.478	57.205	97.508	38.134	73.97	28.294	130.494	53.537	3.935	0.13	0.437	0.053	0.189	0.11	21.18	18.303	14.659	5.546	3.56	0.376	9.431	2.23	1.444	0.969	54.006	6.177	4.807	1.01	11.559	2.268	117.54	74.629	8.613	2.783	0.001	0.032	0.494	0.5	0.001	0.032	1.155	0.678	2.095	0.819	1.342	0.628	0	0	2.048	0.597	0.977	0.153	0	0	0	0	1.128	0.778	0	0	0.98	0.143	0.056	0.23	2.941	0.257	0.208	0.406	0	0	1.185	0.965	0.9	0.676	17.056	0.06	16.416	0.062	16.424	0.061	7.623	0.183	8.086	0.151	7.77	0.183	1.908	0.183	1.458	0.17	1.424	0.171	1.722	0.22	1.326	0.202	1.284	0.222	0.0078	0.3235	0.0255	0.0532	0	0.177	0.1245	0.2885	5.112	19690.0875	0.091428571	61.28685714	-0.386285714	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.028571429	0.034285714	0.017142857	3.2	6.2	WLEK0517	WLEK0517
520.714	134.307	317.816	77.439	182.149	50.508	135.666	35.759	173.817	51.326	105.035	38.354	68.782	23.667	157.153	55.915	3.946	0.207	0.477	0.049	0.177	0.093	18.454	14.693	15.598	4.59	3.514	0.337	9.968	2.22	1.735	0.962	46.525	4.355	4.475	0.959	11.126	2.377	112.163	70.931	7.633	2.564	0	0	0.457	0.502	0	0	0.764	0.653	2.549	0.639	1.748	0.64	0	0	1.902	0.412	0.931	0.255	0	0	0	0	1.111	0.605	0	0	0.993	0.089	0.004	0.063	2.958	0.243	0.936	0.247	0	0	1.063	0.887	0.584	0.515	16.868	0.043	16.213	0.049	16.222	0.048	7.285	0.097	7.778	0.093	7.446	0.088	1.538	0.1	1.051	0.078	1.012	0.08	1.318	0.164	0.62	0.067	0.589	0.08	0.0084	0.3259	0.0247	0.0621	0	0.174	0.1238	0.2811	5.293	19660.1045	0.091428571	57.22285714	-0.345142857	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.028571429	0.034285714	0.017142857	4.3	7.8	WLEK0518	WLEK0518
476.047	179.463	281.822	96.246	156.711	56.739	125.111	47.285	163.001	67.333	95.471	47.19	67.53	29.309	121.736	52.121	3.972	0.353	0.503	0.064	0.18	0.113	17.582	15.036	16.25	5.515	3.696	0.524	10.068	3.008	1.012	1.226	48.474	6.395	4.313	1.591	10.884	3.795	90.652	72.207	7.908	2.662	0.002	0.045	0.184	0.41	0	0	1.015	0.703	2.064	0.728	1.493	0.555	0	0	1.292	0.504	0.707	0.456	0	0	0	0	1.136	0.866	0	0	0.982	0.137	0.01	0.099	2.929	0.359	0.731	0.444	0	0	1.873	1.188	0.301	0.49	16.917	0.051	16.29	0.053	16.3	0.052	7.359	0.121	7.973	0.114	7.655	0.115	1.688	0.102	1.221	0.085	1.177	0.088	1.228	0.124	0.848	0.109	0.824	0.126	0.0084	0.3186	0.0272	0.0539	0	0.1788	0.1375	0.2756	5.101	19640.0718	0.085714286	57.07771429	-0.336571429	0.074285714	0.062857143	0.057142857	0.08	0.068571429	0.068571429	0.022857143	0.034285714	0.017142857	3.4	6.3	WLEK0520	WLEK0520
463.4	127.412	292.187	75.426	140.948	36.967	151.239	46.944	147.116	50.651	71.694	25.931	75.422	33.518	134.767	43.501	3.862	0.26	0.458	0.047	0.244	0.137	24.126	18.188	11.144	5.019	3.552	0.392	10.193	2.145	1.411	0.839	45.833	5.341	5.012	1.212	12.376	2.964	89.753	56.681	8.996	2.574	0.006	0.077	0.055	0.228	0.001	0.032	1.21	0.678	1.847	0.812	1.328	0.508	0	0	1.969	0.713	0.908	0.29	0	0	0	0	1.658	0.642	0	0	0.99	0.104	0.012	0.109	2.91	0.355	0.847	0.361	0	0	1.276	0.805	0.181	0.395	17.007	0.061	16.354	0.063	16.368	0.062	7.226	0.105	7.696	0.102	7.324	0.105	1.687	0.123	1.22	0.121	1.19	0.124	1.208	0.133	0.895	0.125	0.832	0.137	0.0084	0.3369	0.0238	0.054	0	0.1806	0.1346	0.2617	5.293	19693.0484	0.091428571	59.48114286	-0.418857143	0.068571429	0.062857143	0.057142857	0.068571429	0.062857143	0.068571429	0.028571429	0.034285714	0.017142857	4.0	7.5	WLEK0521	WLEK0521
